id,date,temperature,precipitation,sunshine_hours,snowfall,wind_speed,humidity
1483,2011/1/22,6.2,0,9.5,0,2.9,39
1484,2011/1/23,5.6,0,5.8,0,2.3,51
1485,2011/1/24,5.4,0,4.7,0,3.1,69
1486,2011/1/25,6,0,9.1,0,3.5,38
1487,2011/1/26,5.8,0,9.3,0,2.8,42
1488,2011/1/27,5.3,0,9.3,0,2.9,36
1489,2011/1/28,3.7,0,9.1,0,3.4,37
1490,2011/1/29,4.2,0,7.3,0,2.3,44
1491,2011/1/30,2.9,0,7.4,0,3.3,39
1492,2011/1/31,3,0,9.7,0,2.4,35
1493,2011/2/1,5.8,0,10,0,2.4,39
1494,2011/2/2,5.8,0,1.9,0,2.8,50
1495,2011/2/3,7.1,0,9.8,0,2.6,56
1496,2011/2/4,8.4,0,9.6,0,2.1,51
1497,2011/2/5,7.9,0,6,0,2.7,54
1498,2011/2/6,8.4,1,3.7,0,2.4,63
1499,2011/2/7,8.5,0,7.4,0,3.5,48
1500,2011/2/8,6.2,0,0.9,0,2.9,45
1501,2011/2/9,4.9,4.5,4.7,0,3.3,76
1502,2011/2/10,6.6,0,7.1,0,3.8,39
1503,2011/2/11,2,9.5,0,0,5.3,80
1504,2011/2/12,2.1,0.5,1.1,0,4.3,82
1505,2011/2/13,4.7,0,10.4,0,2.9,50
1506,2011/2/14,3.5,17.5,0.8,4,3.9,64
1507,2011/2/15,5.6,1.5,8,0,4.3,62
1508,2011/2/16,6.8,0,10.2,0,2.7,58
1509,2011/2/17,9.9,2,1.2,0,2.9,68
1510,2011/2/18,11.4,60,2,0,7.1,60
1511,2011/2/19,6.3,0,1.9,0,3.6,49
1512,2011/2/20,7.2,1,0,0,3.7,63
1513,2011/2/21,6.9,0,1.3,0,4.1,59
1514,2011/2/22,6.6,0,9.7,0,3.7,61
1515,2011/2/23,8.3,0,9.5,0,2.6,63
1516,2011/2/24,10.8,0,0,0,2.3,76
1517,2011/2/25,15.2,0,9.6,0,6.3,56
1518,2011/2/26,7.1,0,10.6,0,4.6,40
1519,2011/2/27,11.4,0,8.6,0,4.3,55
1520,2011/2/28,5,41,0,0,5.2,85
1521,2011/3/1,5.3,9,0,0,3.3,82
1522,2011/3/2,5.7,0,0,0,3.4,65
1523,2011/3/3,4.6,0,8.1,0,5.3,36
1524,2011/3/4,4.5,0,10.3,0,4.4,31
1525,2011/3/5,7,0,10.6,0,3.2,45
1526,2011/3/6,10.3,0,9.1,0,3.2,45
1527,2011/3/7,4.6,26,0,0,3.5,88
1528,2011/3/8,6.7,0.5,5.5,0,2.2,69
1529,2011/3/9,7.5,0,10.2,0,4.1,53
1530,2011/3/10,5.9,0,9.5,0,3.9,41
1531,2011/3/11,6.4,0,9.3,0,4.6,44
1532,2011/3/12,7.7,0,10.1,0,2.6,48
1533,2011/3/13,11.2,0,11.1,0,2.7,55
1534,2011/3/14,14.2,0,7.6,0,4.9,68
1535,2011/3/15,11.6,0,0.4,0,2.7,69
1536,2011/3/16,7.7,0,4.4,0,5.7,54
1537,2011/3/17,4.6,0,7.7,0,5.5,32
1538,2011/3/18,6.1,0,11.3,0,4.5,39
1539,2011/3/19,12.6,0,7.3,0,5.5,47
1540,2011/3/20,13.8,0,7.7,0,4.4,57
1541,2011/3/21,10.9,32.5,0,0,5,90
1542,2011/3/22,6.7,13.5,0,0,3.2,92
1543,2011/3/23,6.3,4,2.3,0,3.7,76
1544,2011/3/24,5.3,0,3.4,0,2.5,59
1545,2011/3/25,7.7,1,8.2,0,3.3,64
1546,2011/3/26,7.5,0,10.6,0,6.6,46
1547,2011/3/27,7.1,0,8.6,0,3.3,39
1548,2011/3/28,8.3,0,10.2,0,2.9,48
1549,2011/3/29,10.8,0,11.5,0,3.1,49
1550,2011/3/30,11.8,0,11.3,0,3.9,51
1551,2011/3/31,9.4,0,7,0,3.7,59
1552,2011/4/1,11,0,11.7,0,3.9,50
1553,2011/4/2,13.5,0,8.6,0,3.2,53
1554,2011/4/3,8,0,0,0,4.1,49
1555,2011/4/4,9.2,0,10.6,0,4.3,42
1556,2011/4/5,9.7,0,12.2,0,2.9,37
1557,2011/4/6,13.3,0,12,0,3.1,43
1558,2011/4/7,15.3,0,5.1,0,5.8,58
1559,2011/4/8,16.7,0,0.7,0,8.1,60
1560,2011/4/9,16.2,1.5,0.5,0,6,85
1561,2011/4/10,13.6,0,4,0,2.6,68
1562,2011/4/11,14.6,0,8.6,0,3.1,67
1563,2011/4/12,11.6,0,10.2,0,5,37
1564,2011/4/13,14.2,0,12.1,0,3.9,43
1565,2011/4/14,16.2,0,12.1,0,3.6,49
1566,2011/4/15,17.6,0,5.8,0,6.6,64
1567,2011/4/16,17.7,0,7,0,5.9,65
1568,2011/4/17,13.4,0,8.5,0,3.6,48
1569,2011/4/18,14.9,0,2,0,2.8,65
1570,2011/4/19,11.8,18,3.9,0,4.9,76
1571,2011/4/20,11.1,0,7.6,0,3.1,62
1572,2011/4/21,13,0,4.5,0,2.8,72
1573,2011/4/22,15.4,0,1.4,0,3.5,72
1574,2011/4/23,16.5,52.5,0.2,0,6,90
1575,2011/4/24,16.1,0,12.6,0,4.7,53
1576,2011/4/25,15.1,0,11.1,0,3.7,52
1577,2011/4/26,16.2,0,9.1,0,4.8,50
1578,2011/4/27,19.8,1,8.3,0,7.9,73
1579,2011/4/28,19,4,10.3,0,7,57
1580,2011/4/29,15.5,0,11.6,0,3.1,50
1581,2011/4/30,17.4,0,8.6,0,5.5,63
1582,2011/5/1,17.8,2,0,0,6.2,76
1583,2011/5/2,18.9,0,10.9,0,2.9,55
1584,2011/5/3,16,0.5,0,0,3.5,69
1585,2011/5/4,16.9,0,8.1,0,3.4,68
1586,2011/5/5,15.5,0,1.1,0,3,68
1587,2011/5/6,16.4,0,6.9,0,2.1,70
1588,2011/5/7,16.4,5,0,0,2,89
1589,2011/5/8,20.6,0,12.5,0,2.9,62
1590,2011/5/9,19.7,0,6.5,0,3.8,54
1591,2011/5/10,22.5,17.5,1,0,4.5,74
1592,2011/5/11,14.8,60,0,0,2.7,95
1593,2011/5/12,15.4,20.5,0,0,3.3,96
1594,2011/5/13,19.9,0,5.4,0,2.6,81
1595,2011/5/14,20.2,0,11.1,0,3.4,56
1596,2011/5/15,20.1,0,11.3,0,4.5,35
1597,2011/5/16,19.9,0,3.2,0,5.1,54
1598,2011/5/17,17.6,1,0.8,0,3.4,77
1599,2011/5/18,18.7,0,12.9,0,2.8,69
1600,2011/5/19,20.4,0,12.9,0,4.3,59
1601,2011/5/20,21.4,0,12.5,0,4.6,64
1602,2011/5/21,21.8,0,10.3,0,5.4,72
1603,2011/5/22,20.4,10.5,7.9,0,6,81
1604,2011/5/23,15.7,3,0,0,2.7,76
1605,2011/5/24,14.1,23,2.3,0,3.6,83
1606,2011/5/25,18.1,0,11.2,0,2.5,65
1607,2011/5/26,19,0,1.6,0,2.3,76
1608,2011/5/27,18.1,2.5,0,0,1.7,82
1609,2011/5/28,18,32,0,0,3,98
1610,2011/5/29,18.1,69,0,0,2.5,99
1611,2011/5/30,17.7,5,2.1,0,6.1,76
1612,2011/5/31,15.4,0,5.4,0,4.6,63
1613,2011/6/1,15.2,0,0,0,1.9,65
1614,2011/6/2,16,16.5,0,0,1.8,92
1615,2011/6/3,19.2,0,9.5,0,2.5,82
1616,2011/6/4,21.8,0,11.9,0,4,77
1617,2011/6/5,22.2,1.5,4.9,0,4.1,75
1618,2011/6/6,21.9,0,12.9,0,3.2,72
1619,2011/6/7,20.9,0,0.8,0,2.6,77
1620,2011/6/8,19.5,3.5,1.2,0,2.7,86
1621,2011/6/9,21.1,0,6.2,0,2.7,78
1622,2011/6/10,22.8,0,2,0,4.2,81
1623,2011/6/11,21.3,81.5,0,0,3.2,93
1624,2011/6/12,22.3,0,2.6,0,2.5,80
1625,2011/6/13,20.3,39.5,0.2,0,2.2,91
1626,2011/6/14,21.1,0,1.4,0,2.2,85
1627,2011/6/15,20.9,0,0.5,0,2.7,69
1628,2011/6/16,20.6,6,0,0,1.9,83
1629,2011/6/17,19,19,0,0,3.4,94
1630,2011/6/18,19.9,5,0,0,1.5,89
1631,2011/6/19,21.3,0,0.1,0,2,87
1632,2011/6/20,22.9,0.5,0.6,0,3.5,87
1633,2011/6/21,24.7,1.5,5,0,5.8,79
1634,2011/6/22,26.9,0,12.7,0,2.6,72
1635,2011/6/23,27.1,0,5.6,0,7,74
1636,2011/6/24,27.4,0,8.8,0,8.9,73
1637,2011/6/25,25.4,0,6.7,0,3.8,75
1638,2011/6/26,21.3,0.5,0.1,0,1.8,94
1639,2011/6/27,22.9,1,0,0,2.2,93
1640,2011/6/28,28.3,0,8.4,0,3.2,73
1641,2011/6/29,28.7,0,12.6,0,2.6,70
1642,2011/6/30,27.6,23,6.4,0,2.6,74
1643,2011/7/1,27.6,0,5.9,0,2.5,72
1644,2011/7/2,26.8,0,6.1,0,3.2,79
1645,2011/7/3,27.5,0,8.5,0,3.6,76
1646,2011/7/4,28.1,0,6.7,0,7.6,75
1647,2011/7/5,27.7,0.5,10.6,0,4.1,72
1648,2011/7/6,27.8,0,10.9,0,3.6,66
1649,2011/7/7,26,0.5,2.5,0,5.7,79
1650,2011/7/8,27.8,0,0.2,0,4.9,75
1651,2011/7/9,27.8,0,7.5,0,3.2,78
1652,2011/7/10,28.3,0,13.7,0,3.6,73
1653,2011/7/11,28.3,0,13.6,0,3.6,75
1654,2011/7/12,28.1,0,10.4,0,4.1,76
1655,2011/7/13,28,0,12.7,0,4.3,71
1656,2011/7/14,28.3,0,13.2,0,3.9,67
1657,2011/7/15,28.6,0,13.6,0,3,67
1658,2011/7/16,28.6,0,13.7,0,3.7,72
1659,2011/7/17,29,0,13.7,0,4.8,71
1660,2011/7/18,28.9,0,4.1,0,4.6,78
1661,2011/7/19,27,8.5,0,0,5.2,89
1662,2011/7/20,25.5,10,0,0,4.9,91
1663,2011/7/21,20.3,8,1.2,0,5.7,80
1664,2011/7/22,21.2,0,8.8,0,3.5,64
1665,2011/7/23,23.3,0,3.8,0,4,69
1666,2011/7/24,25.8,0,7.8,0,3.3,73
1667,2011/7/25,27,0,7.6,0,4.4,74
1668,2011/7/26,26.4,0,2.4,0,4.8,78
1669,2011/7/27,27.2,0,1.8,0,3.4,75
1670,2011/7/28,26.1,6,0,0,2,86
1671,2011/7/29,26.1,2,0.8,0,2,88
1672,2011/7/30,25.3,35,2.3,0,1.7,89
1673,2011/7/31,23.5,0.5,0,0,2.3,87
1674,2011/8/1,24.4,0,5.5,0,2.9,76
1675,2011/8/2,25.2,0,4.2,0,2.2,79
1676,2011/8/3,26.5,0,4.8,0,2.1,81
1677,2011/8/4,26.8,0,3.9,0,2.9,83
1678,2011/8/5,27.4,1,7.7,0,3.2,81
1679,2011/8/6,28.5,0,7.6,0,3.1,79
1680,2011/8/7,28.5,0,5.7,0,2.1,79
1681,2011/8/8,28.7,0,9.7,0,2.6,77
1682,2011/8/9,29.3,0,11.6,0,3.2,76
1683,2011/8/10,29.8,0,12.7,0,4.2,76
1684,2011/8/11,30.4,0,11.4,0,2.9,74
1685,2011/8/12,30.1,0,10.2,0,2.5,72
1686,2011/8/13,29.2,0,7.6,0,2.7,77
1687,2011/8/14,29.5,0,8.9,0,3.3,76
1688,2011/8/15,29.7,0,10.5,0,4.2,71
1689,2011/8/16,29.9,0,5.7,0,3.2,72
1690,2011/8/17,30.5,0,10.5,0,3.6,69
1691,2011/8/18,30.7,0,11.7,0,5.8,69
1692,2011/8/19,25.4,77,2.3,0,4,85
1693,2011/8/20,23,2.5,0,0,2.6,84
1694,2011/8/21,20.4,16.5,0,0,3.3,95
1695,2011/8/22,21.3,26,0,0,2.5,94
1696,2011/8/23,25.9,0.5,6.6,0,3.1,85
1697,2011/8/24,27.4,2,5.5,0,3.3,82
1698,2011/8/25,26.3,3.5,1.7,0,3.8,89
1699,2011/8/26,26.6,22,5.6,0,3.1,84
1700,2011/8/27,24.3,2,0.1,0,2.4,87
1701,2011/8/28,25.9,0,10.8,0,2.8,75
1702,2011/8/29,26.2,0,8.3,0,3.2,77
1703,2011/8/30,26.4,9,9.1,0,3.3,71
1704,2011/8/31,26.5,3,4,0,3.5,81
1705,2011/9/1,28,7.5,2.1,0,2.9,86
1706,2011/9/2,28.2,4,4.4,0,4.7,82
1707,2011/9/3,28,0,4.9,0,7.8,80
1708,2011/9/4,27.1,0,4.6,0,5.3,79
1709,2011/9/5,25.5,21,2,0,2.2,90
1710,2011/9/6,25.3,4,7.5,0,3.2,74
1711,2011/9/7,24.5,0,9.8,0,3.1,70
1712,2011/9/8,25.6,0,11.7,0,3.2,69
1713,2011/9/9,27.4,0,7.6,0,3.7,74
1714,2011/9/10,28.2,0,11.9,0,3.6,74
1715,2011/9/11,27.7,0,8.4,0,2.7,79
1716,2011/9/12,27.9,0,10.9,0,2.9,76
1717,2011/9/13,27.7,0,10.8,0,3.9,75
1718,2011/9/14,27.7,0,11.8,0,3.2,74
1719,2011/9/15,27.8,0,11,0,3,76
1720,2011/9/16,27.6,5.5,6.4,0,3.8,78
1721,2011/9/17,27.7,0.5,6.2,0,4.8,81
1722,2011/9/18,28.1,0,11.5,0,4.1,73
1723,2011/9/19,26.5,1.5,8.9,0,3.3,79
1724,2011/9/20,20.1,23,0,0,3.1,95
1725,2011/9/21,22.1,139,0,0,8.1,90
1726,2011/9/22,23.4,1.5,6.4,0,3.3,76
1727,2011/9/23,20.4,0,3.1,0,3,70
1728,2011/9/24,20.7,0,9.3,0,3.1,58
1729,2011/9/25,20.6,0,3.2,0,3.1,63
1730,2011/9/26,18.4,5,0,0,3.7,79
1731,2011/9/27,20,0,5.1,0,3.8,69
1732,2011/9/28,20.3,0,8.6,0,3.7,67
1733,2011/9/29,21.2,0,10.9,0,3.2,66
1734,2011/9/30,24,0,4.8,0,4.2,70
1735,2011/10/1,21.9,0,1.2,0,3.5,58
1736,2011/10/2,18.8,0,1.7,0,2.7,62
1737,2011/10/3,18.4,0,3.5,0,3.6,44
1738,2011/10/4,18.3,0,7.2,0,3.1,51
1739,2011/10/5,15.4,51,0,0,4.2,90
1740,2011/10/6,19.9,2.5,6.5,0,3,83
1741,2011/10/7,20.9,0,10.2,0,4.2,50
1742,2011/10/8,19.7,0,6,0,1.9,51
1743,2011/10/9,19.3,8.5,5.5,0,2.5,74
1744,2011/10/10,20.1,8.5,5.9,0,2.5,82
1745,2011/10/11,20.5,0,4.2,0,2.1,72
1746,2011/10/12,20.1,0,8.7,0,2.5,72
1747,2011/10/13,20.1,0,1.8,0,2.5,67
1748,2011/10/14,20.7,4,6.3,0,2.8,75
1749,2011/10/15,23.7,1,1.2,0,6.4,84
1750,2011/10/16,23.8,18.5,6.5,0,5.6,66
1751,2011/10/17,20.9,0,5.7,0,3,66
1752,2011/10/18,18.9,0,3.5,0,3.6,66
1753,2011/10/19,16,0,0,0,4,67
1754,2011/10/20,17.4,0,1.2,0,4.8,69
1755,2011/10/21,18,3.5,0,0,4.5,80
1756,2011/10/22,19.3,48.5,1.3,0,4,92
1757,2011/10/23,21.9,1.5,2.9,0,3.9,86
1758,2011/10/24,20.6,0.5,1.9,0,2,87
1759,2011/10/25,21.5,0,8.4,0,3.6,70
1760,2011/10/26,16.6,0,9.7,0,4.9,43
1761,2011/10/27,15,0,10.3,0,3,53
1762,2011/10/28,15.3,0,10,0,3.2,65
1763,2011/10/29,16.1,0,9.6,0,3.1,68
1764,2011/10/30,16.4,1,3.6,0,3.9,72
1765,2011/10/31,18.2,0,7.6,0,2.7,68
1766,2011/11/1,17.3,0,9.9,0,2.9,60
1767,2011/11/2,16.5,0,5,0,2.3,74
1768,2011/11/3,17.9,0,1.3,0,1.7,73
1769,2011/11/4,18,0,7.2,0,2.5,78
1770,2011/11/5,18.7,2.5,2.7,0,1.8,85
1771,2011/11/6,18,8,0,0,2.1,94
1772,2011/11/7,17.9,0,8.2,0,2.5,83
1773,2011/11/8,15.3,5.5,3.3,0,3.5,73
1774,2011/11/9,14.3,0,1.7,0,2.6,59
1775,2011/11/10,13.8,0,0,0,2.8,67
1776,2011/11/11,12.1,28,0,0,4.7,86
1777,2011/11/12,16.1,0,6.7,0,2.8,83
1778,2011/11/13,17.3,0,9.3,0,2,81
1779,2011/11/14,17.1,5,6.2,0,2.9,70
1780,2011/11/15,13.8,0,3.3,0,2.6,65
1781,2011/11/16,12.4,0,7.8,0,4.2,52
1782,2011/11/17,14.4,0,9.1,0,3,47
1783,2011/11/18,13.5,0,2.1,0,3.4,65
1784,2011/11/19,19.7,105,0,0,6.6,90
1785,2011/11/20,18.4,0,4.6,0,2.9,71
1786,2011/11/21,12.6,0.5,5,0,2.9,53
1787,2011/11/22,10.5,0,7.4,0,2.5,55
1788,2011/11/23,12,1,7.8,0,2.6,68
1789,2011/11/24,14.3,0,8.2,0,4.6,51
1790,2011/11/25,11.1,0,9.4,0,3,45
1791,2011/11/26,10.6,0,5.6,0,2.5,50
1792,2011/11/27,10.8,0,4.8,0,2.5,61
1793,2011/11/28,11.9,0,0,0,2.2,61
1794,2011/11/29,14.3,0,0.5,0,1.8,59
1795,2011/11/30,14.7,0,5.6,0,2.7,73
1796,2011/12/1,8,4.5,0,0,3,85
1797,2011/12/2,5.8,4.5,0,0,5.9,80
1798,2011/12/3,12.6,19.5,0.2,0,5.4,89
1799,2011/12/4,13.8,0,9.4,0,4.4,45
1800,2011/12/5,11.1,0,9.3,0,3,51
1801,2011/12/6,7.9,13.5,0,0,3.5,65
1802,2011/12/7,9.2,0,7.3,0,2.2,72
1803,2011/12/8,8,3.5,0,0,3.6,80
1804,2011/12/9,5.4,4.5,2.1,0,2.9,80
1805,2011/12/10,7,0,9,0,2.5,54
1806,2011/12/11,8.9,0,9.6,0,1.8,57
1807,2011/12/12,9.5,0,9.4,0,2.3,62
1808,2011/12/13,9.9,0,9.3,0,2.9,57
1809,2011/12/14,7.7,1.5,0,0,3.2,68
1810,2011/12/15,9.8,0,9.2,0,2.2,71
1811,2011/12/16,9,0,3.2,0,3.1,57
1812,2011/12/17,6.1,0,9.5,0,2.6,41
1813,2011/12/18,7,0,9.4,0,2.1,50
1814,2011/12/19,6.5,0,8.6,0,2.7,58
1815,2011/12/20,6.5,0,8,0,3.5,49
1816,2011/12/21,5.8,0,6.9,0,3,57
1817,2011/12/22,5.6,0,0,0,2.5,69
1818,2011/12/23,5.5,0,0.1,0,5.5,44
1819,2011/12/24,5.6,0,7.8,0,3.3,45
1820,2011/12/25,5.2,0,7,0,3.4,47
1821,2011/12/26,4.5,0,8.7,0,3,41
1822,2011/12/27,5,0,9.3,0,3.4,37
1823,2011/12/28,6,0,4.9,0,3.5,41
1824,2011/12/29,6.1,0,9,0,3.1,56
1825,2011/12/30,6.2,0,8.9,0,5.4,36
1826,2011/12/31,6.2,0,4.6,0,3,42
1827,2012/1/1,6.3,0,6.5,0,2.4,51
1828,2012/1/2,6.4,0,5.3,0,5,50
1829,2012/1/3,6.4,0,4.1,0,3.6,36
1830,2012/1/4,5.8,0,7.5,0,3.7,46
1831,2012/1/5,5.4,0,7.9,0,2.9,35
1832,2012/1/6,5.3,0,5.3,0,2.7,47
1833,2012/1/7,5.6,0,7.3,0,5,40
1834,2012/1/8,5.7,0,4,0,3.4,36
1835,2012/1/9,5.9,0,9.1,0,2.6,51
1836,2012/1/10,6.6,0,8.2,0,2.8,56
1837,2012/1/11,5.7,0,6.9,0,4.5,53
1838,2012/1/12,3.5,0,6.3,0,3.8,39
1839,2012/1/13,5.5,0,8.8,0,2.8,49
1840,2012/1/14,5,0,4,0,3.2,43
1841,2012/1/15,4.4,0,0.8,0,2.6,48
1842,2012/1/16,4.6,0,0,0,3.6,42
1843,2012/1/17,4.8,0,4.9,0,3.1,47
1844,2012/1/18,5,0,7.5,0,2.6,54
1845,2012/1/19,6.2,0,3.1,0,3.8,59
1846,2012/1/20,2.5,8,0,0,8,90
1847,2012/1/21,3.2,9.5,0,0,6.1,89
1848,2012/1/22,5.5,4,0.6,0,4.2,87
1849,2012/1/23,5.5,3,0.1,0,2.9,84
1850,2012/1/24,2.9,0,5,0,3,61
1851,2012/1/25,4,0,7.4,0,2.2,60
1852,2012/1/26,3.2,0,8.4,0,3.4,47
1853,2012/1/27,3.5,0,8.9,0,2.9,49
1854,2012/1/28,2.6,0,7.2,0,4.2,46
1855,2012/1/29,3.2,0,5.3,0,5.7,34
1856,2012/1/30,3.3,0,8.5,0,3.7,35
1857,2012/1/31,3.9,0,10,0,3,44
1858,2012/2/1,6.7,0,8.9,0,6.5,43
1859,2012/2/2,2.5,0,6.8,0,4.1,31
1860,2012/2/3,2.5,0,9.3,0,2.3,41
1861,2012/2/4,5.6,0,10,0,2.6,43
1862,2012/2/5,5.5,0,1.1,0,2.4,49
1863,2012/2/6,4.3,7.5,0,0,3.2,80
1864,2012/2/7,9.7,46.5,0,0,4.2,93
1865,2012/2/8,6.3,0,2.6,0,3.7,54
1866,2012/2/9,5.5,0,9.3,0,2.7,34
1867,2012/2/10,5.5,0,9.1,0,2.4,47
1868,2012/2/11,5.3,0,7.3,0,2.9,52
1869,2012/2/12,5.1,0,10.3,0,3.6,38
1870,2012/2/13,5.7,0,5.1,0,2.3,45
1871,2012/2/14,5,3,0,0,4.2,76
1872,2012/2/15,7.1,0,0.3,0,3.1,66
1873,2012/2/16,3.1,0,0,0,3.9,60
1874,2012/2/17,4,2.5,5.7,0,3.1,69
1875,2012/2/18,2.8,0,10.1,0,5.6,44
1876,2012/2/19,3.1,0,7.2,0,2.8,42
1877,2012/2/20,5.5,0,10.5,0,3,47
1878,2012/2/21,7.3,0,10.3,0,2.3,42
1879,2012/2/22,7.7,0,1.5,0,3.6,61
1880,2012/2/23,6.9,35,0.5,0,3.5,88
1881,2012/2/24,10.9,0,5.7,0,4,49
1882,2012/2/25,6,18.5,0,0,3.9,87
1883,2012/2/26,5.7,0,0,0,3.4,55
1884,2012/2/27,4.7,0,7.8,0,5.9,32
1885,2012/2/28,3.6,0,5.3,0,3.6,46
1886,2012/2/29,2,16,0,5,6.3,89
1887,2012/3/1,7.5,0,2.2,0,3.1,81
1888,2012/3/2,6.6,17,0,0,3.7,91
1889,2012/3/3,7,0,6.8,0,4.3,71
1890,2012/3/4,5.5,0.5,0,0,3.3,70
1891,2012/3/5,5.7,42.5,0,0,4.5,93
1892,2012/3/6,11.1,12,4.7,0,2.5,91
1893,2012/3/7,11.9,0,0,0,2.8,78
1894,2012/3/8,9.1,1,0,0,2.8,72
1895,2012/3/9,7.1,30.5,0,0,5.3,93
1896,2012/3/10,5.2,18.5,0.1,0,6,85
1897,2012/3/11,7.4,0,3.8,0,2.8,70
1898,2012/3/12,7.1,0,7.6,0,4.1,40
1899,2012/3/13,6.7,0,9.5,0,4.2,35
1900,2012/3/14,7,0,9.9,0,3,52
1901,2012/3/15,7.6,0,10.7,0,4.6,47
1902,2012/3/16,7.7,0,9.7,0,3.5,45
1903,2012/3/17,6.8,56,0,0,3,90
1904,2012/3/18,9.5,1,0,0,2,91
1905,2012/3/19,9,0,6,0,3.9,47
1906,2012/3/20,8,0,9.3,0,3.5,44
1907,2012/3/21,8,0,9.3,0,4.8,33
1908,2012/3/22,9.8,0,4.6,0,2.3,48
1909,2012/3/23,9.5,19.5,0,0,2.6,73
1910,2012/3/24,8.4,6,0,0,2.7,84
1911,2012/3/25,9.1,0,9.3,0,2.5,47
1912,2012/3/26,7.7,0,8,0,2.4,38
1913,2012/3/27,9,0,11.1,0,3.6,47
1914,2012/3/28,10.8,0.5,8.8,0,4,54
1915,2012/3/29,11.2,0,11.9,0,4.5,42
1916,2012/3/30,14.9,0,3.6,0,8.2,56
1917,2012/3/31,13.8,12,1.8,0,8.2,69
1918,2012/4/1,9.8,0,9.7,0,4.6,39
1919,2012/4/2,10.2,0,11.4,0,3.7,51
1920,2012/4/3,13.6,40,3.2,0,7.6,72
1921,2012/4/4,11.8,0,11.5,0,5.5,40
1922,2012/4/5,14.2,0,10.3,0,7.7,44
1923,2012/4/6,10.1,0.5,4.1,0,3.2,60
1924,2012/4/7,8.2,0,7.4,0,4.6,39
1925,2012/4/8,9.2,0,11.2,0,4.2,43
1926,2012/4/9,15.8,0,11.8,0,4.6,47
1927,2012/4/10,15.6,0,10.5,0,3.3,56
1928,2012/4/11,14.6,30,0,0,4.2,84
1929,2012/4/12,16.2,0,11.9,0,3.2,69
1930,2012/4/13,16.2,2,6.8,0,2.7,70
1931,2012/4/14,9.8,34,0,0,5.2,92
1932,2012/4/15,11.4,0,9.4,0,3.4,69
1933,2012/4/16,12.7,0,5.1,0,2.1,70
1934,2012/4/17,14.5,0.5,3.9,0,2.6,73
1935,2012/4/18,14.8,0,9.3,0,3.4,69
1936,2012/4/19,14.3,0,3.2,0,3.6,69
1937,2012/4/20,13.3,0,0,0,2.8,70
1938,2012/4/21,12.4,0,3,0,3.4,69
1939,2012/4/22,11.3,9.5,0,0,2.7,77
1940,2012/4/23,12.9,25,0,0,2.9,97
1941,2012/4/24,17.3,22.5,10.5,0,3.4,77
1942,2012/4/25,17.4,0,2.7,0,2.7,78
1943,2012/4/26,17.6,3,0,0,5,81
1944,2012/4/27,16.3,35,0,0,3.7,97
1945,2012/4/28,17.8,0,7.7,0,2.9,83
1946,2012/4/29,19.6,0,9.9,0,2.7,77
1947,2012/4/30,19.6,0,0,0,2,79
1948,2012/5/1,19.7,1,2.4,0,2.4,80
1949,2012/5/2,17.9,43,0,0,3.5,91
1950,2012/5/3,17.3,103.5,0,0,3.2,97
1951,2012/5/4,18.4,8.5,2.5,0,2.2,90
1952,2012/5/5,20.7,0,12.7,0,3.9,62
1953,2012/5/6,19.7,0,8.7,0,4,69
1954,2012/5/7,18.2,0,11.6,0,3.2,63
1955,2012/5/8,19.3,0,6.6,0,2.6,68
1956,2012/5/9,18.5,1,0,0,2.4,84
1957,2012/5/10,16.1,6,7.6,0,3.1,76
1958,2012/5/11,16.8,0,8.7,0,4,48
1959,2012/5/12,16,0,3.4,0,4,42
1960,2012/5/13,16.1,0,12,0,3.4,50
1961,2012/5/14,19.1,0,10.9,0,3.8,67
1962,2012/5/15,18.2,14,0,0,3.7,89
1963,2012/5/16,21.2,0,10.7,0,3.2,65
1964,2012/5/17,20.7,0,7.6,0,4.4,72
1965,2012/5/18,18.1,16.5,5.6,0,4,65
1966,2012/5/19,19.3,0,11.5,0,3.5,55
1967,2012/5/20,20.3,0,4.1,0,2.8,62
1968,2012/5/21,19.7,0,7.1,0,3,67
1969,2012/5/22,14.2,41.5,0,0,6.1,86
1970,2012/5/23,18.1,0,8.5,0,4.4,75
1971,2012/5/24,20.9,0,10.1,0,3.3,69
1972,2012/5/25,19.7,0,0.4,0,2.6,76
1973,2012/5/26,20.5,0,9.7,0,3.1,61
1974,2012/5/27,21.6,0,12.2,0,3.5,62
1975,2012/5/28,21.1,2,9.2,0,4.4,69
1976,2012/5/29,20.4,0.5,5.7,0,4.3,76
1977,2012/5/30,19.4,0,9.6,0,2.9,72
1978,2012/5/31,19.9,0,5.8,0,2.8,74
1979,2012/6/1,20.8,1,4.1,0,2.1,76
1980,2012/6/2,21.3,0,5.1,0,2.4,72
1981,2012/6/3,20.3,0,4.6,0,2.8,75
1982,2012/6/4,21.2,0,10.7,0,3.4,70
1983,2012/6/5,20.5,0,0,0,3.6,77
1984,2012/6/6,18.4,6.5,1,0,3.8,80
1985,2012/6/7,20.4,0,8.4,0,3.8,70
1986,2012/6/8,22.4,0.5,11.3,0,4,77
1987,2012/6/9,18.4,36.5,0,0,3.8,95
1988,2012/6/10,21.5,0,6.4,0,3,73
1989,2012/6/11,19.4,2.5,0,0,2.6,79
1990,2012/6/12,16.8,13.5,0,0,3.1,87
1991,2012/6/13,17.4,1.5,0.9,0,3.8,76
