id,date,temperature,precipitation,sunshine_hours,snowfall,wind_speed,humidity
975,2009/9/1,25.5,0,6.3,0,2.2,76
976,2009/9/2,22,0,0,0,2.8,75
977,2009/9/3,22.1,0,0.4,0,2.5,71
978,2009/9/4,22.8,0,2.9,0,2.5,69
979,2009/9/5,24.2,0,9.2,0,3.4,70
980,2009/9/6,24.2,0,10.2,0,3.2,69
981,2009/9/7,24.2,0,11.3,0,2.7,73
982,2009/9/8,24.8,0,1.8,0,3.1,72
983,2009/9/9,22.4,0,0,0,2.6,72
984,2009/9/10,23.3,0,9.1,0,3,52
985,2009/9/11,23,0,4,0,1.7,63
986,2009/9/12,20.9,13,0,0,2.2,82
987,2009/9/13,23,0,6.7,0,2.1,69
988,2009/9/14,22.5,0,7.9,0,3,62
989,2009/9/15,20.8,3.5,0,0,1.9,78
990,2009/9/16,22.8,2.5,8.8,0,2.7,67
991,2009/9/17,22.2,0,11.2,0,3,59
992,2009/9/18,20.7,0,2.1,0,3.6,66
993,2009/9/19,21.6,0,0.5,0,3.9,67
994,2009/9/20,22.2,0,10.8,0,4.4,51
995,2009/9/21,21,0,0.6,0,2.6,67
996,2009/9/22,22.6,0,1,0,2.3,68
997,2009/9/23,23.3,0,7.7,0,2.3,63
998,2009/9/24,23.1,0,10.6,0,3.4,64
999,2009/9/25,23.1,0,11.4,0,3.4,64
1000,2009/9/26,23.2,0,7.5,0,3.1,66
1001,2009/9/27,22,0,2.2,0,3,71
1002,2009/9/28,23,0,6.6,0,2.2,67
1003,2009/9/29,22.3,9.5,0,0,2,82
1004,2009/9/30,19.6,13,0,0,1.9,84
1005,2009/10/1,20.7,1,6.9,0,2.9,73
1006,2009/10/2,21.1,16,0,0,3.4,87
1007,2009/10/3,22.3,6.5,1.3,0,3.8,79
1008,2009/10/4,21.9,0,5.3,0,2.1,73
1009,2009/10/5,19.1,7,0,0,1.9,80
1010,2009/10/6,17.2,34,0,0,2.9,89
1011,2009/10/7,16.9,23,0,0,4.1,90
1012,2009/10/8,20.9,144,6.5,0,6.4,68
1013,2009/10/9,20,0,5,0,4,47
1014,2009/10/10,17.6,0,4.6,0,2,59
1015,2009/10/11,18.4,0,9.3,0,2.5,53
1016,2009/10/12,18.2,0,7.2,0,2.5,64
1017,2009/10/13,19.2,0,8.8,0,2.4,67
1018,2009/10/14,17.9,0,1.5,0,2.6,74
1019,2009/10/15,17.6,0,10,0,2.8,66
1020,2009/10/16,17.9,0,10.2,0,2,61
1021,2009/10/17,17.6,0,0.3,0,1.9,74
1022,2009/10/18,19.6,0,10.3,0,3.1,64
1023,2009/10/19,19.4,0,5.8,0,3.5,59
1024,2009/10/20,21.7,0,4,0,6,55
1025,2009/10/21,18.7,0,8.1,0,2.6,60
1026,2009/10/22,18.4,0,4,0,2.2,58
1027,2009/10/23,18,0,5.5,0,2.5,64
1028,2009/10/24,15.9,8.5,0,0,3.1,75
1029,2009/10/25,14.1,1.5,0,0,5.6,78
1030,2009/10/26,14.2,54,0,0,8.1,87
1031,2009/10/27,19,1.5,10,0,4.2,57
1032,2009/10/28,17.4,0,8.4,0,2,58
1033,2009/10/29,16.4,0,0.5,0,2.1,76
1034,2009/10/30,19.2,0,7.9,0,2,70
1035,2009/10/31,18,0,9,0,2.5,70
1036,2009/11/1,19.3,9,5.8,0,4.4,75
1037,2009/11/2,13.3,4.5,0.1,0,4,76
1038,2009/11/3,10.6,0,10,0,4,44
1039,2009/11/4,12.1,0,6.9,0,2.6,58
1040,2009/11/5,13.7,0,1.2,0,2.2,61
1041,2009/11/6,15.2,0,9.5,0,2.6,67
1042,2009/11/7,16.4,0,6.4,0,2.6,71
1043,2009/11/8,16.7,0,3.8,0,2.5,72
1044,2009/11/9,17.1,0,7.2,0,2.1,75
1045,2009/11/10,17.7,7,5.8,0,1.8,78
1046,2009/11/11,16.7,101,0,0,2.6,90
1047,2009/11/12,13,2.5,0,0,3.7,71
1048,2009/11/13,10.7,1.5,0,0,6.7,77
1049,2009/11/14,17.2,8.5,0.5,0,3.9,80
1050,2009/11/15,16.7,0,9.5,0,4.8,54
1051,2009/11/16,14.1,0,2.8,0,2.1,44
1052,2009/11/17,9.8,22,0,0,4.2,76
1053,2009/11/18,11.3,0,4,0,3.7,54
1054,2009/11/19,7.6,6,0,0,3.5,70
1055,2009/11/20,10.4,0,7.9,0,2.7,66
1056,2009/11/21,12,0,8.6,0,2.6,57
1057,2009/11/22,8.5,0,0,0,3.6,64
1058,2009/11/23,10.8,1,6.8,0,1.9,70
1059,2009/11/24,11.7,1,1.1,0,3.6,67
1060,2009/11/25,12.6,5.5,2.5,0,2.5,81
1061,2009/11/26,14.2,0,7.7,0,2.5,73
1062,2009/11/27,13.9,0,5.3,0,2.1,77
1063,2009/11/28,13.8,0,7.7,0,3.4,64
1064,2009/11/29,10.6,3.5,1.3,0,2.9,61
1065,2009/11/30,9.4,7,0.1,0,3.7,78
1066,2009/12/1,11.4,0,6.7,0,2.4,67
1067,2009/12/2,11.6,0,8.5,0,2.1,67
1068,2009/12/3,10,19,0,0,4.1,84
1069,2009/12/4,12.1,0,6.1,0,3.8,64
1070,2009/12/5,10.1,19,0,0,3.5,75
1071,2009/12/6,11.5,0,9.1,0,2.1,69
1072,2009/12/7,10.2,0,8.7,0,4.8,41
1073,2009/12/8,9.9,0,9.2,0,2.9,49
1074,2009/12/9,9.8,0.5,0,0,3.6,57
1075,2009/12/10,11.1,0,3.5,0,2.9,63
1076,2009/12/11,7.9,36,0,0,5.7,83
1077,2009/12/12,13.2,0.5,7.1,0,4.3,73
1078,2009/12/13,11.3,0,1.4,0,3.8,47
1079,2009/12/14,8.7,1,2.3,0,2.7,65
1080,2009/12/15,7.7,0,3,0,3,50
1081,2009/12/16,6.6,0,0,0,2.5,66
1082,2009/12/17,7.1,0,8.2,0,2.5,60
1083,2009/12/18,5.8,0,9.5,0,5.8,37
1084,2009/12/19,5.3,0,8.1,0,3.5,40
1085,2009/12/20,6.5,0,9.4,0,4.6,39
1086,2009/12/21,5.8,0,8.9,0,4.2,37
1087,2009/12/22,5.9,0,6.5,0,2.3,47
1088,2009/12/23,8.5,0,9.1,0,2.5,53
1089,2009/12/24,9.5,0,8.6,0,2.7,49
1090,2009/12/25,9.3,0,7.1,0,3.7,49
1091,2009/12/26,9,0,4.9,0,2.6,62
1092,2009/12/27,9.5,0,6.5,0,3.7,51
1093,2009/12/28,9.4,1.5,5.1,0,3.8,60
1094,2009/12/29,8,0,5.4,0,3.2,46
1095,2009/12/30,9.4,0,7.3,0,4.8,60
1096,2009/12/31,7.2,0,8.7,0,5.1,46
1097,2010/1/1,5.3,0,9.3,0,4,44
1098,2010/1/2,6.7,0,9.4,0,1.9,47
1099,2010/1/3,6.3,0,7.6,0,3.7,46
1100,2010/1/4,6.4,0,4.1,0,3.3,48
1101,2010/1/5,8.3,4,9,0,3.5,54
1102,2010/1/6,6.2,0,8.2,0,2.6,40
1103,2010/1/7,7.6,0,9.4,0,3,35
1104,2010/1/8,7.3,0,7.9,0,2.6,45
1105,2010/1/9,7,0,9.5,0,2.1,45
1106,2010/1/10,7.1,0,9.2,0,3.1,42
1107,2010/1/11,5.3,0,0.7,0,2.7,55
1108,2010/1/12,3.6,6.5,0,0,2.8,76
1109,2010/1/13,4.6,0,8.1,0,5.5,48
1110,2010/1/14,3.7,0,8.6,0,2.9,35
1111,2010/1/15,4.7,0,8.8,0,2.1,46
1112,2010/1/16,3.6,0,5.8,0,4,40
1113,2010/1/17,4.7,0,9.6,0,2.4,38
1114,2010/1/18,5.2,0,6.5,0,2.1,51
1115,2010/1/19,8.5,0,9.6,0,2,59
1116,2010/1/20,12.5,0,7.4,0,4.8,55
1117,2010/1/21,13.8,1,0.1,0,6.2,59
1118,2010/1/22,6.8,0,6,0,4.1,41
1119,2010/1/23,6,0,8.6,0,2.6,43
1120,2010/1/24,6.8,0,9.8,0,2.5,49
1121,2010/1/25,8.4,0,8,0,3.1,47
1122,2010/1/26,6.8,0,9.6,0,5.3,35
1123,2010/1/27,7.7,0,8.3,0,3.3,45
1124,2010/1/28,12.8,0.5,0.4,0,5.3,65
1125,2010/1/29,9.3,0,7.3,0,2.4,62
1126,2010/1/30,8.4,0,8.8,0,2.9,52
1127,2010/1/31,9.2,0,8.1,0,2.6,58
1128,2010/2/1,5.9,30,1.2,1,3.9,74
1129,2010/2/2,4.1,0.5,1.3,0,2.8,73
1130,2010/2/3,4.3,0,4.4,0,2.9,60
1131,2010/2/4,3.1,0,6.3,0,2.5,60
1132,2010/2/5,4.8,0,10.2,0,2.7,49
1133,2010/2/6,3.7,0,9.3,0,3.8,37
1134,2010/2/7,5.5,0,10.3,0,3.8,31
1135,2010/2/8,6.3,0,8.4,0,2.2,46
1136,2010/2/9,15.5,0,7.5,0,5.4,61
1137,2010/2/10,9,0.5,0,0,2.7,74
1138,2010/2/11,4.6,18,0,0,3.5,83
1139,2010/2/12,3.8,0.5,0,0,2.7,72
1140,2010/2/13,2.2,4.5,0,0,2.4,81
1141,2010/2/14,4.4,0,5.7,0,2,61
1142,2010/2/15,5,17,0,0,4.3,75
1143,2010/2/16,4,0,0,0,2.9,72
1144,2010/2/17,3.3,0,0,0,2.9,63
1145,2010/2/18,3.2,1,3.7,0,3.2,76
1146,2010/2/19,5.7,0,6.1,0,2.3,67
1147,2010/2/20,6.5,0,9.2,0,3,52
1148,2010/2/21,5.8,0,4.1,0,3.9,51
1149,2010/2/22,6.9,0,3.5,0,2.4,64
1150,2010/2/23,9,0,7.4,0,2,68
1151,2010/2/24,11.6,0,9.2,0,2.6,69
1152,2010/2/25,13,0,7.3,0,3.5,72
1153,2010/2/26,16.1,5,0,0,6.6,79
1154,2010/2/27,10.7,44.5,0.1,0,4.2,85
1155,2010/2/28,6.6,16.5,3.3,0,2.8,82
1156,2010/3/1,10.3,1,3.3,0,3.8,75
1157,2010/3/2,5.6,4.5,0,0,2.9,80
1158,2010/3/3,7.9,0,6.3,0,2.8,69
1159,2010/3/4,7.7,8,0.2,0,3.3,68
1160,2010/3/5,11.8,7,6.1,0,2.4,79
1161,2010/3/6,11.1,11.5,0,0,2.6,87
1162,2010/3/7,6.1,12.5,0,0,3.1,84
1163,2010/3/8,5.6,0,3.7,0,3.7,65
1164,2010/3/9,3.4,23,0,0,5.3,77
1165,2010/3/10,6.1,5.5,4.6,0,4.5,79
1166,2010/3/11,8.4,0,11.2,0,2.9,47
1167,2010/3/12,10,0,7.6,0,4.4,55
1168,2010/3/13,16,0,8.6,0,7.2,56
1169,2010/3/14,10.6,0,8.1,0,3,56
1170,2010/3/15,13.5,0,2.8,0,3.8,70
1171,2010/3/16,16.9,38.5,6.3,0,4.7,69
1172,2010/3/17,9.4,0,4.7,0,4.1,44
1173,2010/3/18,9.7,0,7.9,0,3.7,60
1174,2010/3/19,8.3,5,5.3,0,3.8,69
1175,2010/3/20,15,0,9.3,0,6.7,65
1176,2010/3/21,15,35.5,8.4,0,7.6,52
1177,2010/3/22,9.5,0,9.7,0,3.7,44
1178,2010/3/23,11.2,3.5,4.8,0,2.4,69
1179,2010/3/24,6.9,27.5,0,0,3.7,85
1180,2010/3/25,5.1,28,0,0,4.3,87
1181,2010/3/26,8.4,0,4.7,0,2.9,62
1182,2010/3/27,8.1,0,6.1,0,3.8,53
1183,2010/3/28,5.7,0,0.3,0,3.1,65
1184,2010/3/29,4.5,0,0.9,0,4.5,65
1185,2010/3/30,5.5,0,11.6,0,4.2,41
1186,2010/3/31,9.6,0,2.4,0,4.1,58
1187,2010/4/1,15.4,0,4.3,0,6.7,64
1188,2010/4/2,15.3,0,0.1,0,7.5,76
1189,2010/4/3,11,0.5,5.9,0,3.3,47
1190,2010/4/4,9,0,0.7,0,2.4,61
1191,2010/4/5,9,15.5,0,0,3.4,88
1192,2010/4/6,14.6,0,6.8,0,2.9,74
1193,2010/4/7,12.1,4,0,0,4.5,72
1194,2010/4/8,8.9,0,11.8,0,3.7,51
1195,2010/4/9,10.9,0,5.1,0,2.4,56
1196,2010/4/10,14.9,0,5.5,0,3.2,68
1197,2010/4/11,16.9,0,5.3,0,2.4,69
1198,2010/4/12,8.7,33,0,0,5.3,75
1199,2010/4/13,15.3,8.5,5.9,0,4.2,75
1200,2010/4/14,13.3,0,2.7,0,3.8,44
1201,2010/4/15,6.9,3,0,0,3.6,75
1202,2010/4/16,4.6,12,0,0,4.4,78
1203,2010/4/17,6.4,18,5.2,0,4.7,79
1204,2010/4/18,11.6,0,9.6,0,2.4,65
1205,2010/4/19,14.8,0,5.9,0,3.4,62
1206,2010/4/20,15.3,6.5,0,0,3.5,75
1207,2010/4/21,17.7,0.5,8,0,3.2,71
1208,2010/4/22,9,24,0,0,4.9,78
1209,2010/4/23,8.2,5,0,0,2.9,89
1210,2010/4/24,10.8,0,4.5,0,2.5,62
1211,2010/4/25,12.5,0,12.6,0,3.5,50
1212,2010/4/26,14.3,0,10.6,0,3.1,50
1213,2010/4/27,12.6,10.5,0,0,2.8,71
1214,2010/4/28,13.4,93,0.1,0,3.4,89
1215,2010/4/29,17.5,0,9.6,0,5.9,61
1216,2010/4/30,15.2,0,11.2,0,3.5,52
1217,2010/5/1,15.9,0,12,0,2.9,53
1218,2010/5/2,17.1,0,12.6,0,3,50
1219,2010/5/3,18.3,0,7.5,0,4.5,57
1220,2010/5/4,19.8,0,6.8,0,3.8,66
1221,2010/5/5,20.7,0,8.3,0,3.2,69
1222,2010/5/6,21.6,0,10.9,0,5.6,64
1223,2010/5/7,19.9,2.5,0,0,5.5,81
1224,2010/5/8,19.2,0,11.2,0,4.1,57
1225,2010/5/9,19.7,0,11.1,0,3,54
1226,2010/5/10,18.4,0,1.3,0,2.5,64
1227,2010/5/11,16.4,13,0,0,2.1,83
1228,2010/5/12,16,4,4.6,0,3.3,65
1229,2010/5/13,15.9,0,6.8,0,3.6,43
1230,2010/5/14,14.6,0,3.9,0,3.4,54
1231,2010/5/15,14.9,0,9.8,0,3.1,54
1232,2010/5/16,17.1,0,7.9,0,2.7,65
1233,2010/5/17,19.8,0,12,0,2.9,65
1234,2010/5/18,20.7,0,11.7,0,5.8,59
1235,2010/5/19,19.5,6,0.9,0,6.6,75
1236,2010/5/20,19.7,21.5,0,0,3.4,90
1237,2010/5/21,22.9,2,12.6,0,3.4,65
1238,2010/5/22,22.5,0,8.7,0,2.6,55
1239,2010/5/23,17.6,18.5,0,0,2.4,82
1240,2010/5/24,17.7,22,0,0,3.8,89
1241,2010/5/25,22.5,0,9.8,0,5.6,65
1242,2010/5/26,18.1,4,2.4,0,3.3,77
1243,2010/5/27,17.4,6,4.2,0,2.7,75
1244,2010/5/28,18.3,0,8.8,0,3.2,56
1245,2010/5/29,15.8,0.5,0,0,2.7,72
1246,2010/5/30,14.3,2.5,0,0,2.6,71
1247,2010/5/31,17,0,9.9,0,2.5,60
1248,2010/6/1,17.3,0,12.4,0,3,59
1249,2010/6/2,18.4,0,13.3,0,2.5,60
1250,2010/6/3,20.5,0,12.9,0,2.7,60
1251,2010/6/4,21.6,0.5,12.7,0,3.5,62
1252,2010/6/5,19.5,4,6.4,0,3.3,75
1253,2010/6/6,20.5,0,11.5,0,2.8,62
1254,2010/6/7,22,0,6.1,0,2.3,68
1255,2010/6/8,20.5,0.5,0,0,2.3,72
1256,2010/6/9,18.8,6,0.2,0,2.9,78
1257,2010/6/10,21.6,1,12.4,0,3.1,68
1258,2010/6/11,21.9,0,4.9,0,2.9,71
1259,2010/6/12,23.8,0,12.3,0,3.8,69
1260,2010/6/13,22.6,0.5,3.9,0,4.8,69
1261,2010/6/14,17.9,28,0,0,3.3,90
1262,2010/6/15,22.4,6,7.5,0,3.2,81
1263,2010/6/16,25.1,22.5,6.2,0,4.4,79
1264,2010/6/17,25.6,0,10.5,0,3.1,66
1265,2010/6/18,23.6,38,0.4,0,2.6,81
1266,2010/6/19,25.1,12,3.2,0,4.8,77
1267,2010/6/20,24.9,0,0.8,0,5.5,78
1268,2010/6/21,24.5,0.5,4.2,0,4.5,77
1269,2010/6/22,25.3,0,3.2,0,3.2,75
1270,2010/6/23,23.5,12,0.6,0,3.6,84
1271,2010/6/24,23.9,0,6.8,0,2.7,67
1272,2010/6/25,24.7,0,7.2,0,2.8,67
1273,2010/6/26,24.7,0,0,0,4.3,81
1274,2010/6/27,25.2,5.5,1,0,5.2,84
1275,2010/6/28,26.8,0.5,5.8,0,1.9,81
1276,2010/6/29,25.8,1,0.7,0,1.9,83
1277,2010/6/30,25.4,2.5,3.7,0,2.3,77
1278,2010/7/1,26.5,0,5.5,0,2.5,77
1279,2010/7/2,25.7,0,4.2,0,2.8,76
1280,2010/7/3,25.3,3,0.3,0,3,80
1281,2010/7/4,26.6,6.5,4.7,0,2.3,79
1282,2010/7/5,26.2,0,2.9,0,2.7,80
1283,2010/7/6,26.8,0,3.8,0,2.9,77
1284,2010/7/7,24.4,14.5,0,0,3.2,84
1285,2010/7/8,25.5,0,9.8,0,3.3,79
1286,2010/7/9,24.3,21,0,0,3.5,84
1287,2010/7/10,26.5,0,12.3,0,4.1,67
1288,2010/7/11,25.8,0.5,1.2,0,4.2,78
1289,2010/7/12,26.3,0,0.1,0,7.3,80
1290,2010/7/13,24.6,21.5,0.1,0,2.7,80
1291,2010/7/14,25.7,0,7.2,0,5.6,82
1292,2010/7/15,27.3,0,8.8,0,6.1,76
1293,2010/7/16,27.7,0,12.9,0,4.9,75
1294,2010/7/17,27.8,0,11.4,0,4.4,72
1295,2010/7/18,27.6,0,12.6,0,5.1,71
1296,2010/7/19,28.3,0,12.9,0,4.4,67
1297,2010/7/20,29.2,0,10.7,0,2.7,68
1298,2010/7/21,29.6,0,11.4,0,2.3,69
1299,2010/7/22,29.6,0,12.1,0,2.8,70
1300,2010/7/23,29.3,2,10.7,0,2.6,74
1301,2010/7/24,29.7,0,11.5,0,2.9,69
1302,2010/7/25,28.8,0,9.8,0,2.7,69
1303,2010/7/26,28.5,0,7.7,0,2.8,71
1304,2010/7/27,28.7,0,12.6,0,4.8,70
1305,2010/7/28,28.5,0,13.3,0,5.9,67
1306,2010/7/29,25.3,27,0,0,6.4,83
1307,2010/7/30,26.5,14,2.7,0,4.7,83
1308,2010/7/31,28.1,0,2.8,0,2.2,76
1309,2010/8/1,29,0,8.5,0,2.9,75
1310,2010/8/2,28.4,0.5,2.4,0,3.8,78
1311,2010/8/3,28.4,0,8.7,0,4.6,75
1312,2010/8/4,28.8,0,10.5,0,4.5,74
1313,2010/8/5,29.3,0,13,0,5.4,71
1314,2010/8/6,28.6,0,10.7,0,4.5,70
1315,2010/8/7,28.3,0,12.1,0,4.4,68
1316,2010/8/8,27.7,5,0.7,0,3.2,74
1317,2010/8/9,25.2,49.5,0.2,0,2.9,84
1318,2010/8/10,27.1,0,4.4,0,3.4,79
1319,2010/8/11,27.9,0,7,0,4.8,77
1320,2010/8/12,27.4,1.5,4.4,0,6.6,81
1321,2010/8/13,27.6,0,2.8,0,2.7,76
1322,2010/8/14,28.7,0,2.9,0,4.7,77
1323,2010/8/15,30,0,8.8,0,4.6,71
1324,2010/8/16,30.6,0,11.1,0,2.3,70
1325,2010/8/17,30.9,0,10.1,0,2.5,70
1326,2010/8/18,29.8,0,7.7,0,3.4,72
1327,2010/8/19,28.5,0,7.2,0,3.4,74
1328,2010/8/20,27.4,0,4.6,0,2.7,69
1329,2010/8/21,28,0,11,0,2.6,70
1330,2010/8/22,28.8,0,10.8,0,3.5,73
1331,2010/8/23,29.2,0,12,0,3.2,74
1332,2010/8/24,28.9,0,11.4,0,4.5,73
1333,2010/8/25,29,0,10.2,0,3.6,72
1334,2010/8/26,29.1,0,12,0,3.3,68
1335,2010/8/27,28.8,0,10.2,0,3.2,70
1336,2010/8/28,29.1,0,11.9,0,3.9,67
1337,2010/8/29,28.8,0,10.7,0,2.8,69
1338,2010/8/30,29.3,0,10.7,0,2.3,71
1339,2010/8/31,29.5,0,10.3,0,2.2,71
1340,2010/9/1,29.4,0,10.7,0,2.7,69
1341,2010/9/2,29.1,0,12,0,3.2,66
1342,2010/9/3,29,0,11.7,0,3.6,70
1343,2010/9/4,30.5,0,11.4,0,2.7,57
1344,2010/9/5,29.5,0,7.5,0,3.1,69
1345,2010/9/6,29,0,9.6,0,5.1,71
1346,2010/9/7,29.5,0,7.7,0,6.3,64
1347,2010/9/8,25.5,81,0,0,4,82
1348,2010/9/9,24.5,0,3.6,0,4.4,69
1349,2010/9/10,25.2,0,7.1,0,2.4,68
1350,2010/9/11,27.1,0,11,0,2.5,72
1351,2010/9/12,27.6,0,8.1,0,2.9,76
1352,2010/9/13,28.6,0,7.2,0,2.3,71
1353,2010/9/14,25.8,17.5,7.3,0,3.2,72
1354,2010/9/15,22.9,5,2,0,2.9,72
1355,2010/9/16,20.2,53,0,0,3.8,89
1356,2010/9/17,23.6,0,9,0,1.8,75
1357,2010/9/18,25.4,0,10.8,0,2.9,66
1358,2010/9/19,25.5,0,7.5,0,2.3,74
1359,2010/9/20,25.7,0,2.2,0,1.8,75
1360,2010/9/21,26.7,0,9,0,1.8,72
1361,2010/9/22,28.3,0,11.1,0,2.6,70
1362,2010/9/23,20.5,29.5,0,0,3.2,85
1363,2010/9/24,18,7.5,0,0,4.6,71
1364,2010/9/25,17.8,16.5,3.9,0,5.4,64
1365,2010/9/26,19.5,5.5,5.9,0,2.3,63
1366,2010/9/27,16.2,77,0,0,4.3,90
1367,2010/9/28,18.5,65.5,0.1,0,2.5,90
1368,2010/9/29,21.8,0,6.7,0,3.4,61
1369,2010/9/30,19,16,0,0,2.9,82
1370,2010/10/1,20.2,0,1.6,0,2.7,78
1371,2010/10/2,21.2,0,9.5,0,3.3,67
1372,2010/10/3,20.6,0,6.4,0,2.9,71
1373,2010/10/4,20.6,8,0.6,0,2,83
1374,2010/10/5,22.2,0,6.7,0,2.3,72
1375,2010/10/6,21.7,0,7.9,0,3.5,67
1376,2010/10/7,21,0,3.7,0,3.6,69
1377,2010/10/8,21.1,0,8.7,0,3.5,67
1378,2010/10/9,17.3,23.5,0,0,4.1,85
1379,2010/10/10,19.4,34,1.8,0,2,89
1380,2010/10/11,22.9,0,10.7,0,2,69
1381,2010/10/12,21.9,1,2.3,0,1.8,81
1382,2010/10/13,22.5,0,4.3,0,2.3,80
1383,2010/10/14,21.4,0.5,1.7,0,2.6,74
1384,2010/10/15,20.7,0,2.6,0,1.9,77
1385,2010/10/16,21.1,0,4.9,0,2.3,66
1386,2010/10/17,20.6,0,0.6,0,2.8,65
1387,2010/10/18,19.3,0,4.4,0,3.2,61
1388,2010/10/19,18.5,0,0.3,0,3.6,66
1389,2010/10/20,18.2,2,0,0,3.5,71
1390,2010/10/21,17.5,4.5,0,0,3.6,84
1391,2010/10/22,17.5,0.5,0.3,0,3.1,68
1392,2010/10/23,16.7,0,7,0,3,60
1393,2010/10/24,15.1,18,0,0,2.8,75
1394,2010/10/25,17.1,0.5,0.4,0,1.6,84
1395,2010/10/26,16.7,3,0.1,0,3.5,76
1396,2010/10/27,12.8,0,5.3,0,4.5,47
1397,2010/10/28,9.9,44,0,0,6.2,79
1398,2010/10/29,13.9,0,0.1,0,3.3,68
1399,2010/10/30,12.1,68,0,0,7.5,87
1400,2010/10/31,16.3,1,0,0,3.6,79
1401,2010/11/1,16.9,46,3.3,0,3.9,80
1402,2010/11/2,16.5,0,8.5,0,2.4,54
1403,2010/11/3,14.3,0,9.3,0,3.3,47
1404,2010/11/4,12.1,0,3.4,0,2.2,59
1405,2010/11/5,13.8,0,10,0,1.7,57
1406,2010/11/6,14.8,0,8.3,0,2.3,62
1407,2010/11/7,14.8,0,2.9,0,2,64
1408,2010/11/8,15.7,0,7.2,0,2.4,67
1409,2010/11/9,16.8,0,9.8,0,5.3,46
1410,2010/11/10,14.1,0,10.1,0,2.9,46
1411,2010/11/11,13.6,0,8.8,0,2.1,50
1412,2010/11/12,15,0,7.2,0,3.1,65
1413,2010/11/13,15.9,0,1.7,0,2.5,57
1414,2010/11/14,15.4,0,0,0,2,67
1415,2010/11/15,12.1,6.5,1.8,0,2.8,73
1416,2010/11/16,10.4,0,7.9,0,2.5,51
1417,2010/11/17,8.7,2.5,0,0,4.4,77
1418,2010/11/18,10.7,1,4.1,0,4.1,64
1419,2010/11/19,11.6,0,5.1,0,2.8,60
1420,2010/11/20,13,0,3.2,0,3,66
1421,2010/11/21,13.8,0,1,0,2.6,70
1422,2010/11/22,13.5,6.5,0.1,0,2.7,80
1423,2010/11/23,14.1,20.5,1.5,0,4.8,69
1424,2010/11/24,11.4,0,7.8,0,3.1,51
1425,2010/11/25,10.7,7,4.8,0,2.5,66
1426,2010/11/26,12.6,6,2.2,0,2.2,75
1427,2010/11/27,12.2,0,7.8,0,3.3,64
1428,2010/11/28,13.6,0,7.7,0,3.3,53
1429,2010/11/29,12,0,8.4,0,3.1,45
1430,2010/11/30,11.7,0,7.2,0,2.9,49
1431,2010/12/1,13.4,0,5.8,0,2.1,55
1432,2010/12/2,13.4,0.5,4.9,0,3.1,61
1433,2010/12/3,17.1,92,6.8,0,7.9,66
1434,2010/12/4,12,0,9.5,0,3,44
1435,2010/12/5,11.5,0,8.9,0,1.8,60
1436,2010/12/6,12.6,0,6,0,2.4,64
1437,2010/12/7,12.3,0,2,0,3.9,62
1438,2010/12/8,9.3,9.5,6.4,0,3.9,55
1439,2010/12/9,9,0.5,8.5,0,2.8,47
1440,2010/12/10,10.1,0.5,9.1,0,2.3,51
1441,2010/12/11,13.6,0,8,0,4.8,59
1442,2010/12/12,12.2,0,7,0,3.5,50
1443,2010/12/13,8.1,8.5,0,0,4.4,78
1444,2010/12/14,10.8,7,0.3,0,2.4,84
1445,2010/12/15,10.8,0,7.8,0,3.1,61
1446,2010/12/16,6.6,0,0,0,2.6,64
1447,2010/12/17,7.1,0,7.1,0,2.5,55
1448,2010/12/18,7.8,0,9.3,0,3.1,54
1449,2010/12/19,7.6,0,2,0,3,53
1450,2010/12/20,11,0,6.6,0,2.5,56
1451,2010/12/21,9.6,19,1.8,0,3.8,65
1452,2010/12/22,13.1,34.5,7.4,0,2.8,74
1453,2010/12/23,12.4,0,9.5,0,3.1,42
1454,2010/12/24,8.9,0,9.2,0,4.8,46
1455,2010/12/25,5,0,9.2,0,5.7,44
1456,2010/12/26,6.1,0,8.1,0,5.9,44
1457,2010/12/27,7.4,0,9.5,0,3.3,34
1458,2010/12/28,7.7,0,8.9,0,3.2,51
1459,2010/12/29,8.3,0,8.2,0,2.9,45
1460,2010/12/30,5.4,0,1.4,0,2.6,57
1461,2010/12/31,5.9,0,8.7,0,2.6,47
1462,2011/1/1,6.8,0,8.4,0,2,39
1463,2011/1/2,7,0,8.8,0,2.5,49
1464,2011/1/3,6.1,0,2.9,0,2.9,54
1465,2011/1/4,6.4,0,7.9,0,3.8,45
1466,2011/1/5,7.1,0,7.3,0,3.4,46
1467,2011/1/6,6.6,0,4.8,0,4.4,42
1468,2011/1/7,4.4,0,9,0,5.9,27
1469,2011/1/8,5.8,0,9.5,0,2.5,41
1470,2011/1/9,7.4,0,9.1,0,2.9,51
1471,2011/1/10,3.9,0,8.4,0,5.8,31
1472,2011/1/11,4,0,6.1,0,2.9,38
1473,2011/1/12,5.4,0,9,0,3.4,47
1474,2011/1/13,4.6,0,5.4,0,4.8,34
1475,2011/1/14,4.2,0,9.6,0,2.3,46
1476,2011/1/15,4.4,0,3.4,0,2.2,58
1477,2011/1/16,2.8,0,8.8,0,4.1,41
1478,2011/1/17,5.6,0,9.7,0,2.8,27
1479,2011/1/18,6.1,0,9.6,0,2,40
1480,2011/1/19,6.3,0,9.2,0,2.2,46
1481,2011/1/20,5.6,0,8.5,0,3.2,40
1482,2011/1/21,5.2,0,5.2,0,3.3,36
